iter	Logloss
183	0.3574355594
184	0.357036296
185	0.3564094283
186	0.356203251
187	0.3560231535
188	0.3558867236
189	0.3556416008
190	0.3555178287
191	0.3552517602
192	0.3548023233
193	0.3547049235
194	0.3545960176
195	0.3542290532
196	0.3539706141
197	0.3537865736
198	0.3534769896
199	0.3533066118
200	0.3531934557
201	0.3530208245
202	0.3528488342
203	0.3527425943
204	0.3526038262
205	0.3523136731
206	0.3520334041
207	0.351931298
208	0.3516800893
209	0.3513821035
210	0.3512768328
211	0.351111203
212	0.3509464736
213	0.3506676394
214	0.3504823652
215	0.3503799091
216	0.350177605
217	0.3500948876
218	0.3499575962
219	0.3497197681
220	0.3495281203
221	0.3493417041
222	0.3492085309
223	0.3487697193
224	0.3484936876
225	0.3483835724
226	0.3481851045
227	0.3478581935
228	0.347715048
229	0.347592981
230	0.3474234575
231	0.3472199803
232	0.3470934877
233	0.3464763329
234	0.3463445716
235	0.3462267104
236	0.3461032622
237	0.3460087433
238	0.3457515863
239	0.3453314634
240	0.344841711
241	0.3444505696
242	0.3443111158
243	0.3439225767
244	0.343785982
245	0.3435925801
246	0.3435115276
247	0.343428808
248	0.3432985762
249	0.3431314683
250	0.3430092942
251	0.342834137
252	0.3427723162
253	0.3426084712
254	0.3424330163
255	0.3421670385
256	0.3419952891
257	0.3418637897
258	0.3417090404
259	0.3416097777
260	0.3415109082
261	0.341296183
262	0.3412474948
263	0.3410070685
264	0.3409226362
265	0.3405973014
266	0.3403401007
267	0.3400278705
268	0.3399326009
269	0.3398578122
270	0.3396964001
271	0.3396098492
272	0.3394468127
273	0.3393399019
274	0.3392081415
275	0.3389988686
276	0.3387443121
277	0.3384747969
278	0.3383425649
279	0.3381777097
280	0.3380662056
281	0.3378874676
282	0.3374232491
283	0.3372133456
284	0.3370831594
285	0.3369599086
286	0.336768823
287	0.3365009087
288	0.3363136411
289	0.3361840153
290	0.3358039685
291	0.3355802565
292	0.3354303639
293	0.3352620387
294	0.3351851419
295	0.3350892094
296	0.3350318297
297	0.3349532292
298	0.334863619
299	0.3348031812
300	0.3346928627
301	0.3345366187
302	0.334314614
303	0.3341405702
304	0.3338959304
305	0.3337218118
306	0.3336128647
307	0.3335511684
308	0.3334371482
309	0.3333557472
310	0.3332378066
311	0.332887519
312	0.3327805583
313	0.3326829392
314	0.3325400893
315	0.3323977519
316	0.3322710282
317	0.3321137579
318	0.3319131612
319	0.3316904542
320	0.3314837804
321	0.3314178844
322	0.3311257196
323	0.3309604863
324	0.3308255283
325	0.3306534991
326	0.3302431939
327	0.3301294136
328	0.3299026662
329	0.3297483695
330	0.3296430945
331	0.3294658752
332	0.3292514065
333	0.3291703792
334	0.3290910324
335	0.3289189188
336	0.328849448
337	0.3286459832
338	0.3284734219
339	0.3283743085
340	0.3282246222
341	0.3280751662
342	0.3278452808
343	0.3277094555
344	0.3275395141
345	0.3274509018
346	0.3273567238
347	0.3271255179
348	0.3270120539
349	0.326846136
350	0.3266535908
351	0.3265160464
352	0.3262934999
353	0.3261948154
354	0.3260342519
355	0.3258495263
356	0.3257262096
357	0.3256212878
358	0.3254881922
359	0.3254314513
360	0.3253393839
361	0.3251633439
362	0.3250084435
363	0.3248785531
364	0.3248071344
365	0.3247305038
366	0.3246227484
367	0.3244797161
368	0.3242590455
369	0.3239521944
370	0.3238583773
371	0.3236163785
372	0.3235061188
373	0.323374914
374	0.323221879
375	0.3227280466
376	0.3225458753
377	0.3223085584
378	0.3221469667
379	0.3218490711
380	0.3217232331
381	0.3216371141
382	0.3214593508
383	0.3212772516
384	0.321013416
385	0.3209496363
386	0.3207486368
387	0.3204971559
388	0.3202407234
389	0.3201588277
390	0.3200058688
391	0.3199001
392	0.3198186372
393	0.3195036834
394	0.3193367391
395	0.3191448047
396	0.318962912
397	0.3187993228
398	0.3185936457
399	0.318267141
400	0.3182091845
401	0.3180752758
402	0.3178948086
403	0.3178368479
404	0.3177508499
405	0.3174668821
406	0.317134481
407	0.3169092231
408	0.3167241307
409	0.3165909508
410	0.316503833
411	0.3160860846
412	0.3159590953
413	0.3157234028
414	0.3154892953
415	0.3152760948
416	0.3151767424
417	0.3149513584
418	0.3147574397
419	0.3144516741
420	0.3142828462
421	0.3141842945
422	0.3140621103
423	0.3138955883
424	0.3137139416
425	0.3136132531
426	0.3134923992
427	0.313328908
428	0.3129462399
429	0.3127788617
430	0.3125627062
431	0.312380281
432	0.3122919646
433	0.3122352402
434	0.3120823559
435	0.3119591485
436	0.3118764149
437	0.3116174887
438	0.3113899226
439	0.3112857401
440	0.3111536417
441	0.3109826347
442	0.310814276
443	0.3105837042
444	0.3105049086
445	0.3100668751
446	0.3099607149
447	0.3098792907
448	0.3097369268
449	0.3095347385
450	0.3094004158
451	0.3092245634
452	0.3091074099
453	0.3089342411
454	0.3088491066
455	0.3087411645
456	0.3085705223
457	0.3084732831
458	0.3081921029
459	0.3079370893
460	0.3078392296
461	0.3076568076
462	0.3073470354
463	0.3071462004
464	0.3070755618
465	0.3067769963
466	0.3066261036
467	0.3065487873
468	0.3064131743
469	0.3063491307
470	0.3060080482
471	0.3058875014
472	0.3056164883
473	0.3055173401
474	0.3052361967
475	0.3051065879
476	0.3050056734
477	0.3048410022
478	0.3047478356
479	0.3046352278
480	0.3044996198
481	0.3042504292
482	0.3041066655
483	0.3040194098
484	0.3038508001
485	0.3037348828
486	0.3036140706
487	0.3034827004
488	0.3033671226
489	0.3032244473
490	0.3030820611
491	0.3029899699
492	0.30294189
493	0.3027761075
494	0.3026784388
495	0.3026157954
496	0.3024481528
497	0.3022827912
498	0.3020996841
499	0.3020202413
500	0.3019345929
501	0.3017863025
502	0.3016341012
503	0.3015136343
504	0.3013225815
505	0.3012630611
506	0.3011954716
507	0.3009460159
508	0.30086147
509	0.3007002819
510	0.3003191146
511	0.3001791586
512	0.3001090129
513	0.299880346
514	0.2997642804
515	0.2996840289
516	0.2995999906
517	0.2994538906
518	0.2993414925
519	0.299205807
520	0.2990699848
521	0.2989794847
522	0.2988966047
523	0.2985377977
524	0.298374061
525	0.2982997676
526	0.2981283153
527	0.2977899752
528	0.2976767639
529	0.2973672002
530	0.2972439904
531	0.2970780003
532	0.2966959219
533	0.29649685
534	0.296382942
535	0.2962032116
536	0.2960789262
537	0.2959347682
538	0.2958132883
539	0.2956581344
540	0.295531293
541	0.2954741425
542	0.2953256232
543	0.2951849402
544	0.2950612997
545	0.2949527424
546	0.2947044925
547	0.2945603106
548	0.2944928606
549	0.2943643788
550	0.2942857254
551	0.2941383815
552	0.2940747318
553	0.2939187525
554	0.2937950252
555	0.2936626737
556	0.2936068673
557	0.2934795904
558	0.2933425511
559	0.2933039658
560	0.2931946243
561	0.2929467902
562	0.2927608673
563	0.2926796981
564	0.292321532
565	0.2921453327
566	0.2920203428
567	0.2918585104
568	0.2917053412
569	0.2916034616
570	0.2914680435
571	0.2913658984
572	0.2912618699
573	0.291160591
574	0.2910303264
575	0.2909296924
576	0.2908144499
577	0.2906413651
578	0.2905221685
579	0.2903635949
580	0.2903012807
581	0.2901456352
582	0.2900311264
583	0.2899165084
584	0.2897928034
585	0.2896669135
586	0.2895460537
587	0.2894207855
588	0.2892907237
589	0.2892465409
590	0.2891500886
591	0.2890077368
592	0.2888744433
593	0.2887494167
594	0.2886287584
595	0.2884790812
596	0.2883780372
597	0.2882991244
598	0.2881305401
599	0.2880018244
600	0.2878370007
601	0.287764277
602	0.2876545632
603	0.2875441928
604	0.2874021983
605	0.2872760454
606	0.2872254865
607	0.2871251659
608	0.2870059787
609	0.2869180322
610	0.2867916006
611	0.2867149019
612	0.286640851
613	0.2864772215
614	0.2863382606
615	0.2862131903
616	0.2861795429
617	0.286063014
618	0.28596213
619	0.285808718
620	0.2856721892
621	0.2855515326
622	0.2854091541
623	0.2851359522
624	0.2850812232
625	0.2848837457
626	0.284778432
627	0.2844443918
628	0.2842823083
629	0.2841760602
630	0.2840331705
631	0.2839782723
632	0.2839259165
633	0.2837926302
634	0.2836916009
635	0.2835241097
636	0.2834653028
637	0.2832987616
638	0.283112899
639	0.2830211412
640	0.2829372746
641	0.2828389951
642	0.2827503641
643	0.2826361992
644	0.2825351375
645	0.2823993866
646	0.2822827858
647	0.2821964567
648	0.2820708115
649	0.2817850634
650	0.2817283446
651	0.2816188629
652	0.2814968904
653	0.2813557498
654	0.2812685485
655	0.2811640133
656	0.2810422491
657	0.2809424334
658	0.2806440524
659	0.280508429
660	0.2803284358
661	0.2802213493
662	0.2801001822
663	0.2799532126
664	0.2798158453
665	0.2796632513
666	0.2795295723
667	0.2794018389
668	0.2792003897
669	0.2790967698
670	0.2789915125
671	0.2789231345
672	0.2788540166
673	0.2787369435
674	0.2786221385
675	0.2785118219
676	0.2783992525
677	0.2782909554
678	0.2781523243
679	0.2778868291
680	0.2777656881
681	0.277611844
682	0.2774618798
683	0.2773581396
684	0.2772391048
685	0.277187302
686	0.2770951687
687	0.276928627
688	0.2768139932
689	0.2767687452
690	0.2764964905
691	0.2763700282
692	0.2762607413
693	0.2762107445
694	0.276066981
695	0.2759618154
696	0.2758566587
697	0.275763764
698	0.2756748415
699	0.2755976257
700	0.2755405299
701	0.2754128196
702	0.275306643
703	0.275203413
704	0.2751740287
705	0.2751212087
706	0.2748170731
707	0.2747189457
708	0.2745977607
709	0.2744744058
710	0.2743873642
711	0.2742597814
712	0.2740962215
713	0.2739539583
714	0.2738558585
715	0.2737315867
716	0.2735955698
717	0.2734426598
718	0.273362306
719	0.2732892161
720	0.2731696289
721	0.2730118748
722	0.2729156947
723	0.2727982352
724	0.2727384777
725	0.2725133487
726	0.2723566528
727	0.272264858
728	0.2720921562
729	0.2719711531
730	0.2719011337
731	0.271789145
732	0.2716850511
733	0.2716291202
734	0.271504964
735	0.271410063
736	0.2713001972
737	0.2710405513
738	0.2708814992
739	0.2707839312
740	0.2706700841
741	0.2706230745
742	0.2705371834
743	0.2704010851
744	0.2703122184
745	0.2701869919
746	0.2701209609
747	0.2700584996
748	0.2699476436
749	0.2698600457
750	0.269708321
751	0.2696088281
752	0.2695121587
753	0.2694130633
754	0.2693149633
755	0.2692227519
756	0.2691315279
757	0.2690340352
758	0.2689760838
759	0.2687812192
760	0.2686931326
761	0.2685884091
762	0.2684567137
763	0.2683210716
764	0.2682296822
765	0.2680334235
766	0.2679415469
767	0.2677999926
768	0.2675947427
769	0.267449093
770	0.2673245938
771	0.2671064165
772	0.2670245688
773	0.2669146459
774	0.2668197468
775	0.2666700956
776	0.26657109
777	0.2665055427
778	0.2663469794
779	0.2662459715
780	0.2661468221
781	0.2658876722
782	0.2658024812
783	0.2655259107
784	0.2654673421
785	0.2653494557
786	0.2651640192
787	0.2649994536
788	0.2648609781
789	0.2647136507
790	0.2646645064
791	0.2645750562
792	0.2644790586
793	0.2642940429
794	0.2641617052
795	0.2641042587
796	0.2639338262
797	0.2638708548
798	0.2638313082
799	0.2637930254
800	0.2636654283
801	0.2636040754
802	0.2634774482
803	0.2633894141
804	0.2632751635
805	0.2631664683
806	0.2629128171
807	0.2628268451
808	0.2627366446
809	0.2624975921
810	0.2623765128
811	0.2622017033
812	0.2621218905
813	0.2620419566
814	0.2619608412
815	0.2618571532
816	0.2617664133
817	0.2616549763
818	0.26157103
819	0.2614802336
820	0.2610263006
821	0.2609354133
822	0.2608526242
823	0.2607081716
824	0.2606219773
825	0.2603149555
826	0.2601119121
827	0.2598207843
828	0.2597145723
829	0.2596288133
830	0.2595116088
831	0.2594098572
832	0.2592751074
833	0.2591375963
834	0.2590163686
835	0.2589229526
836	0.2587860102
837	0.2586968698
838	0.2586219845
839	0.258503224
840	0.2583670169
841	0.2582781196
842	0.2582345823
843	0.2579705842
844	0.2579073237
845	0.2577927062
846	0.2576835741
847	0.2575887856
848	0.2575043647
849	0.2574240116
850	0.2573001355
851	0.2572369968
852	0.2571075865
853	0.2570154183
854	0.2569269856
855	0.2567192788
856	0.256640632
857	0.2565730066
858	0.2563997613
859	0.2563525476
860	0.2562243672
861	0.2561481085
862	0.2560550837
863	0.2560016352
864	0.2558999025
865	0.2557646553
866	0.255712936
867	0.2556343838
868	0.2555653108
869	0.2554836068
870	0.2553636356
871	0.2552836209
872	0.2552013079
873	0.2550866022
874	0.2549830444
875	0.2547595849
876	0.2546761259
877	0.2545882606
878	0.2544998075
879	0.2544316987
880	0.2543464053
881	0.2542643032
882	0.2540851461
883	0.2539052455
884	0.253825272
885	0.2537342893
886	0.2536579066
887	0.2535394728
888	0.2534435338
889	0.253338174
890	0.2531913446
891	0.2531623677
892	0.2530534176
893	0.2529416958
894	0.2528429752
895	0.2527804597
896	0.2526961687
897	0.2524922772
898	0.2523943548
899	0.2522923544
900	0.2521954912
901	0.2520317598
902	0.2519244464
903	0.2518015984
904	0.251704874
905	0.2516493008
906	0.2515958035
907	0.2515753503
908	0.2513711102
909	0.2513305929
910	0.2512560583
911	0.2511785515
912	0.2510521717
913	0.2509432038
914	0.2508517712
915	0.250773104
916	0.2506861124
917	0.2504756709
918	0.2503838453
919	0.2502875895
920	0.2502025273
921	0.2500040334
922	0.2498902347
923	0.2498103936
924	0.2497174459
925	0.2495926753
926	0.2495173432
927	0.2494534254
928	0.2492597566
929	0.2491877358
930	0.2490742278
931	0.2490027762
932	0.2488146051
933	0.2487109047
934	0.2484444684
935	0.2482767096
936	0.2481945912
937	0.2480859623
938	0.2480073107
939	0.2479003765
940	0.2477897733
941	0.2476340585
942	0.2475647779
943	0.2475176502
944	0.2473398802
945	0.2472238714
946	0.2471209544
947	0.2470070598
948	0.2468268194
949	0.2467219038
950	0.2466210139
951	0.2465134289
952	0.246262465
953	0.2461838978
954	0.2460965052
955	0.2460472879
956	0.2459722738
957	0.2458943437
958	0.2458191615
959	0.2457307569
960	0.2455441965
961	0.245459228
962	0.2454027435
963	0.245339914
964	0.2452489679
965	0.2451847397
966	0.2450932028
967	0.2450324767
968	0.2449650072
969	0.2448746493
970	0.2447891743
971	0.2447293172
972	0.2446551366
973	0.2445049157
974	0.2444435128
975	0.2442675821
976	0.2441840003
977	0.2441105258
978	0.2440287815
979	0.2439556435
980	0.243847097
981	0.2437484692
982	0.2436652707
983	0.2435560526
984	0.2433900122
985	0.2432410028
986	0.2431358265
987	0.2430386578
988	0.2429692961
989	0.2428616823
990	0.2428244362
991	0.2427525258
992	0.24268343
993	0.2425732973
994	0.242460785
995	0.2423831962
996	0.2423341034
997	0.2420606027
998	0.2419893949
999	0.2418673595
